,,userData,userData,userData,article,article,article,article,article,article,article,diary,diary,diary,diary,diary,diary,diary,message,message,message,message,message,message,message,recipe,recipe,recipe,recipe,recipe,recipe,recipe,weight,weight,weight,weight,weight,weight,weight,numberEvents,numberEvents,numberEvents,numberEvents,numberEvents,numberEvents,numberEvents,delta_numberEvents,delta_numberEvents,delta_numberEvents,delta_numberEvents,delta_numberEvents,delta_numberEvents,delta_numberEvents,messageCount_group,messageCount_group,messageCount_group,messageCount_group,messageCount_group,messageCount_group,messageCount_group,messageCount_private,messageCount_private,messageCount_private,messageCount_private,messageCount_private,messageCount_private,messageCount_private,sentiment_group,sentiment_group,sentiment_group,sentiment_group,sentiment_group,sentiment_group,sentiment_group,sentiment_private,sentiment_private,sentiment_private,sentiment_private,sentiment_private,sentiment_private,sentiment_private,questionsAsked_group,questionsAsked_group,questionsAsked_group,questionsAsked_group,questionsAsked_group,questionsAsked_group,questionsAsked_group,questionsAsked_private,questionsAsked_private,questionsAsked_private,questionsAsked_private,questionsAsked_private,questionsAsked_private,questionsAsked_private,emojisUsed_group,emojisUsed_group,emojisUsed_group,emojisUsed_group,emojisUsed_group,emojisUsed_group,emojisUsed_group,emojisUsed_private,emojisUsed_private,emojisUsed_private,emojisUsed_private,emojisUsed_private,emojisUsed_private,emojisUsed_private,mentionedScales_group,mentionedScales_group,mentionedScales_group,mentionedScales_group,mentionedScales_group,mentionedScales_group,mentionedScales_group,mentionedScales_private,mentionedScales_private,mentionedScales_private,mentionedScales_private,mentionedScales_private,mentionedScales_private,mentionedScales_private,mentionedTracker_group,mentionedTracker_group,mentionedTracker_group,mentionedTracker_group,mentionedTracker_group,mentionedTracker_group,mentionedTracker_group,mentionedTracker_private,mentionedTracker_private,mentionedTracker_private,mentionedTracker_private,mentionedTracker_private,mentionedTracker_private,mentionedTracker_private,delta_messageCount_group,delta_messageCount_group,delta_messageCount_group,delta_messageCount_group,delta_messageCount_group,delta_messageCount_group,delta_messageCount_group,delta_messageCount_private,delta_messageCount_private,delta_messageCount_private,delta_messageCount_private,delta_messageCount_private,delta_messageCount_private,delta_messageCount_private,delta_sentiment_group,delta_sentiment_group,delta_sentiment_group,delta_sentiment_group,delta_sentiment_group,delta_sentiment_group,delta_sentiment_group,delta_sentiment_private,delta_sentiment_private,delta_sentiment_private,delta_sentiment_private,delta_sentiment_private,delta_sentiment_private,delta_sentiment_private,delta_questionsAsked_group,delta_questionsAsked_group,delta_questionsAsked_group,delta_questionsAsked_group,delta_questionsAsked_group,delta_questionsAsked_group,delta_questionsAsked_group,delta_questionsAsked_private,delta_questionsAsked_private,delta_questionsAsked_private,delta_questionsAsked_private,delta_questionsAsked_private,delta_questionsAsked_private,delta_questionsAsked_private,delta_emojisUsed_group,delta_emojisUsed_group,delta_emojisUsed_group,delta_emojisUsed_group,delta_emojisUsed_group,delta_emojisUsed_group,delta_emojisUsed_group,delta_emojisUsed_private,delta_emojisUsed_private,delta_emojisUsed_private,delta_emojisUsed_private,delta_emojisUsed_private,delta_emojisUsed_private,delta_emojisUsed_private,delta_mentionedScales_group,delta_mentionedScales_group,delta_mentionedScales_group,delta_mentionedScales_group,delta_mentionedScales_group,delta_mentionedScales_group,delta_mentionedScales_group,delta_mentionedScales_private,delta_mentionedScales_private,delta_mentionedScales_private,delta_mentionedScales_private,delta_mentionedScales_private,delta_mentionedScales_private,delta_mentionedScales_private,delta_mentionedTracker_group,delta_mentionedTracker_group,delta_mentionedTracker_group,delta_mentionedTracker_group,delta_mentionedTracker_group,delta_mentionedTracker_group,delta_mentionedTracker_group,delta_mentionedTracker_private,delta_mentionedTracker_private,delta_mentionedTracker_private,delta_mentionedTracker_private,delta_mentionedTracker_private,delta_mentionedTracker_private,delta_mentionedTracker_private
5cc5a385eecd84163f8c01c9,True,47,170.20000000000002,99.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,-2.0,0.0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.17886427543356728,0.17886427543356728,0.17886427543356728,0.17886427543356728,0.17886427543356728,0.17886427543356728,0.17886427543356728,0.20588754699149184,0.18698923991101352,0.20588754699149184,0.24311972200339801,0.20588754699149184,0.187553679060064,0.20588754699149184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cc71ab9e84362165634f440,False,33,165.1,117.5,0.0,6.0,6.0,6.0,5.0,6.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,45.0,57.0,62.0,69.0,37.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,10.0,17.0,8.0,7.0,7.0,5.0,0.0,10.0,7.0,-9.0,-1.0,0.0,-2.0,37.0,48.0,51.0,67.0,37.0,20.0,21.0,8.0,9.0,11.0,2.0,0.0,0.0,1.0,0.16371693984176097,0.1093452345352053,0.1016288063474402,0.0882468819532865,0.1415613086754294,0.21333311688569792,0.14563742439873412,0.019277539458919753,0.2510157259164473,0.03677900575022892,0.024234081607119498,0.09622140769716007,0.09622140769716007,0.149800685753085,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,14.0,16.0,48.0,38.0,13.0,15.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,16.0,-30.0,-17.0,1.0,0.0,1.0,2.0,-9.0,-2.0,0.0,1.0,0.0,-0.054371705306555676,-0.0077164281877650925,-0.0133819243941537,0.0533144267221429,0.07177180821026852,-0.0676956924869638,0.0,0.23173818645752753,-0.21423672016621836,-0.012544924143109419,0.0,0.0,0.0,0.0,2.0,2.0,-3.0,-2.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,5.0,2.0,32.0,-10.0,-25.0,2.0,0.0,3.0,0.0,-4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cc87d70a4cedc162e6da5e7,False,33,175.3,93.0,8.0,6.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,2.0,0.0,4.0,8.0,13.0,13.0,7.0,8.0,2.0,4.0,0.0,5.0,0.0,-6.0,1.0,-6.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.7506518906054691,0.27353036922031004,0.48976708414089626,0.48976708414089626,0.48976708414089626,0.48976708414089626,0.4451189925969095,0.31451781769375503,0.25433839321278034,0.1941589687318057,0.25433839321278034,0.25433839321278034,0.25433839321278034,0.25433839321278034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,2.0,0.0,-3.0,3.0,-3.0,0.0,0.0,0.0,0.0,-0.47712152138515906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cc929eba4cedc162e6df3c2,NA,61,175.0,90.0,3.0,6.0,6.0,6.0,6.0,6.0,5.0,0.0,5.0,22.0,18.0,12.0,0.0,0.0,2.0,9.0,8.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,2.0,1.0,3.0,12.0,31.0,27.0,22.0,8.0,6.0,0.0,9.0,19.0,-4.0,-5.0,-14.0,-2.0,1.0,8.0,7.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11095528855614101,0.19863662960430714,0.22541993437146854,0.166514775817368,0.027988235702387503,0.17712878770065402,0.026439440261260005,0.670820393249937,0.05532160170148,0.362460776402237,0.362867590451218,0.362867590451218,0.362867590451218,0.362867590451218,0.0,2.0,4.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-1.0,-5.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.08768134104816613,0.026783304767161398,-0.05890515855410053,-0.1385265401149805,0.1491405519982665,-0.15068934743939402,0.0,-0.615498791548457,0.307139174700757,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-4.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cc9c9e4819c3516b2eaf96d,False,23,174.0,93.8,0.0,6.0,5.0,6.0,3.0,7.0,6.0,1.0,27.0,17.0,16.0,1.0,0.0,0.0,8.0,32.0,51.0,25.0,13.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,36.0,23.0,24.0,6.0,8.0,7.0,0.0,35.0,-13.0,1.0,-18.0,2.0,-1.0,8.0,23.0,39.0,25.0,13.0,10.0,17.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.2601425363879724,0.005778037477935002,0.13168663090310828,0.11280055985433712,0.06607034212780337,0.0825746214192522,0.13962554270891184,-0.02965039780492292,0.016449613968465664,-0.0757504095783115,-0.02965039780492292,-0.02965039780492292,-0.02965039780492292,-0.02965039780492292,3.0,2.0,9.0,8.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,4.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,-14.0,-12.0,-3.0,7.0,0.0,9.0,3.0,-12.0,0.0,0.0,0.0,0.0,-0.25436449891003743,0.12590859342517327,-0.018886071048771158,-0.046730217726533754,0.016504279291448834,0.057050921289659634,0.0,0.0,-0.09220002354677717,0.0,0.0,0.0,0.0,0.0,-1.0,7.0,-1.0,-5.0,-1.0,-2.0,0.0,1.0,2.0,-3.0,0.0,0.0,0.0,0.0,4.0,8.0,-8.0,1.0,-3.0,-2.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cc9ec812e1edc1634c97c71,False,49,170.2,71.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,4.0,7.0,11.0,6.0,12.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,2.0,1.0,6.0,16.0,22.0,9.0,8.0,8.0,7.0,0.0,10.0,6.0,-13.0,-1.0,0.0,-1.0,2.0,5.0,5.0,2.0,5.0,6.0,6.0,2.0,2.0,6.0,4.0,7.0,5.0,2.0,0.141905922591226,0.5774502633227907,0.121606702714534,0.13000458892671402,0.13775251849893,0.20762060416252415,0.23988717216279135,0.2486862035356395,0.31491139443833355,0.28557755933662055,0.15798099076497776,0.08211417012149558,0.209739243892477,0.02334206830213599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-3.0,3.0,1.0,0.0,0.0,0.0,4.0,-2.0,3.0,-2.0,-3.0,0.0,0.43554434073156467,-0.4558435606082567,0.008397886212180017,0.0077479295722159836,0.06986808566359415,0.0322665680002672,0.0,0.06622519090269405,-0.029333835101713,-0.12759656857164278,-0.07586682064348219,0.12762507377098142,-0.18639717559034102,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,5.0,-5.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cca05b1264c7a165c8b187e,False,62,185.4,70.3,0.0,6.0,5.0,6.0,6.0,6.0,4.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,14.0,33.0,61.0,57.0,57.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,7.0,7.0,0.0,7.0,20.0,14.0,13.0,13.0,11.0,0.0,7.0,13.0,-6.0,-1.0,0.0,-2.0,14.0,31.0,57.0,57.0,51.0,24.0,17.0,0.0,1.0,4.0,0.0,5.0,0.0,3.0,0.17190129610830865,0.128678364343565,0.12394683643880434,0.15220340782680739,0.12289693444744124,0.1274728960262492,0.19142266959565346,0.23901181056488757,0.39570030562657,0.21057456327574875,0.23901181056488757,0.2257040748644222,0.23901181056488757,0.12406829849280936,2.0,1.0,6.0,11.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,26.0,0.0,-6.0,-27.0,-7.0,0.0,1.0,3.0,-4.0,5.0,-5.0,3.0,0.0,-0.04322293176474365,-0.0047315279047606545,0.02825657138800304,-0.02930647337936615,0.004575961578807963,0.06394977356940426,0.0,0.0,-0.18512574235082124,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,5.0,-10.0,4.0,-4.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,9.0,-5.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ccae2b532134c16a6b2348e,False,62,166.0,121.6,0.0,6.0,4.0,6.0,8.0,6.0,4.0,5.0,8.0,10.0,0.0,0.0,0.0,0.0,16.0,53.0,50.0,44.0,19.0,16.0,11.0,13.0,11.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,5.0,1.0,19.0,27.0,21.0,9.0,10.0,11.0,5.0,0.0,8.0,-6.0,-12.0,1.0,1.0,-6.0,16.0,53.0,49.0,42.0,19.0,16.0,11.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.007820709797902253,0.15371404989302243,0.07699655636192182,0.11960170355751851,0.06524001267236922,0.072828235675125,0.12664084817341872,0.12343463847679775,0.12343463847679775,0.190680034734996,0.0561892422185995,0.12343463847679775,0.12343463847679775,0.12343463847679775,3.0,4.0,9.0,9.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,3.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,-4.0,-7.0,-23.0,-3.0,-5.0,0.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.14589334009512017,-0.0767174935311006,0.04260514719559669,-0.05436169088514929,0.007588223002755787,0.05381261249829372,0.0,0.0,0.0,-0.1344907925163965,0.0,0.0,0.0,0.0,1.0,5.0,0.0,-6.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-5.0,2.0,-3.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ccb13e4a6086716b75272e1,True,23,158.8,65.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,13.0,6.0,5.0,2.0,5.0,2.0,14.0,13.0,6.0,5.0,2.0,5.0,0.0,12.0,-1.0,-7.0,-1.0,-3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.145428142209891,0.0,0.048476047403297,0.048476047403297,0.048476047403297,0.048476047403297,-0.024565173634428505,-0.024565173634428505,0.08304968905567,-0.13218003632452702,-0.024565173634428505,-0.024565173634428505,-0.024565173634428505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.145428142209891,-0.145428142209891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21522972538019702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ccb208cb683bb12d5475cd8,True,54,159.0,78.9,0.0,6.0,7.0,6.0,6.0,6.0,6.0,0.0,69.0,63.0,29.0,8.0,0.0,0.0,9.0,17.0,28.0,4.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,5.0,7.0,8.0,3.0,3.0,82.0,77.0,40.0,21.0,14.0,9.0,0.0,79.0,-5.0,-37.0,-19.0,-7.0,-5.0,9.0,14.0,27.0,4.0,8.0,7.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.15254386033305756,0.22686037735937176,0.15037450968033678,0.27810122999289477,0.28902322318751755,0.14278837539482944,0.13364578981668285,0.2910968485932129,0.09362053897131968,0.48857315821510605,0.2910968485932129,0.2910968485932129,0.2910968485932129,0.2910968485932129,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,10.0,2.0,4.0,10.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,-23.0,4.0,-1.0,-1.0,0.0,3.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0743165170263142,-0.07648586767903498,0.127726720312558,0.010921993194622781,-0.1462348477926881,-0.009142585578146595,0.0,0.0,0.3949526192437864,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,6.0,-8.0,2.0,6.0,-8.0,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ccb3a4dc256ca1640cf89b4,True,53,177.8,84.4,1.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,8.0,9.0,15.0,2.0,1.0,0.0,0.0,7.0,1.0,6.0,-13.0,-1.0,-1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.16890959069696435,0.18821801465072852,0.18386065672466465,0.19445436482630102,0.18386065672466465,0.18386065672466465,0.18386065672466465,0.098990138056241,0.2271288504970823,0.2271288504970823,0.24436043770520952,0.3380359757297965,0.2271288504970823,0.2271288504970823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.01930842395376417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09367553802458697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
